car_id,name,km_driven,transmission,owner,mileage,engine,max_power,torque
Car ID5852,Tata Manza Aqua Safire,75000,Manual,Second Owner,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm
Car ID5853,Maruti Swift Dzire AMT ZDI Plus,50000,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
Car ID5854,Hyundai Verna 1.4 VTVT,40000,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,135.3Nm@ 5000rpm
Car ID5855,Maruti Ertiga SHVS VDI,40000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5856,Hyundai i20 1.2 Magna,100000,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm"
Car ID5857,Mahindra Scorpio 1.99 S10,110000,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
Car ID5858,Chevrolet Beat Diesel LS,96272,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm
Car ID5859,BMW 3 Series 320d Prestige,74000,Automatic,First Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm
Car ID5860,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,168000,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID5861,Ford Aspire Titanium BSIV,7000,Manual,First Owner,19.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm
Car ID5862,Hyundai i20 Active 1.4 SX with AVN,60000,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm
Car ID5863,Tata Indigo CS eVX,60000,Manual,Second Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm
Car ID5864,Maruti Wagon R VXI BS IV,22500,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm
Car ID5865,Maruti Vitara Brezza ZDi AMT,7400,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5866,Maruti Swift Dzire VXi,70000,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm
Car ID5867,Maruti Wagon R LXI Minor,67000,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm
Car ID5868,Ford Fusion 1.4 TDCi Diesel,110000,Manual,Third Owner,17.7 kmpl,1399 CC,68 bhp,"16@ 2,000(kgm@ rpm)"
Car ID5869,Maruti SX4 VDI,175000,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm
Car ID5870,Mahindra Scorpio LX BSIV,120000,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID5871,Tata Indica V2 DiCOR DLG BS-III,120000,Manual,Third Owner,17.5 kmpl,1396 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)"
Car ID5872,Mahindra Scorpio LX,370000,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID5873,Hyundai Verna 1.6 SX CRDi (O),150360,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
Car ID5874,Tata Tigor 1.05 Revotorq XZ,15000,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm
Car ID5875,Renault KWID AMT,30000,Automatic,Second Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm
Car ID5876,Maruti Swift Vdi BSIII,150000,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm
Car ID5877,Maruti Swift VDI BSIV,100000,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5878,Maruti Alto K10 LXI,70000,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID5879,Tata Nano Lx,40000,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,4.8kgm@ 3000rpm
Car ID5880,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,154000,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID5881,Hyundai Accent GLS 1.6 ABS,110000,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,12.5kgm@ 3500rpm
Car ID5882,Maruti Ertiga VDI,120000,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID5883,Tata Sumo Gold GX,145000,Manual,First Owner,15.3 kmpl,2956 CC,83.83 bhp,250Nm@ 1000-2000rpm
Car ID5884,Mahindra KUV 100 D75 K8,30000,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm
Car ID5885,Maruti Swift ZDi,90000,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5886,Maruti Alto LXi,110000,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID5887,Mahindra Scorpio 1.99 S4,70000,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
Car ID5888,Hyundai i20 1.4 CRDi Sportz,40000,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm
Car ID5889,Mahindra Scorpio SLE BSIV,166000,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm
Car ID5890,Hyundai i10 Sportz,100000,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID5891,Maruti Wagon R LXI Minor,75000,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm
Car ID5892,Hyundai EON Era,42130,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID5893,Maruti Ritz LXI,53000,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm
Car ID5894,Maruti Zen LXI,106000,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm
Car ID5895,Toyota Corolla DX,96000,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)"
Car ID5896,Maruti Baleno Sigma,10000,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5897,Maruti Swift Dzire VXI Optional,37000,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm
Car ID5898,Mahindra XUV500 AT W9 2WD,20000,Automatic,First Owner,16.0 kmpl,2179 CC,138 bhp,330Nm@ 1600-2800rpm
Car ID5899,Toyota Etios Liva 1.2 V Dual Tone,35000,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,104Nm@ 3100rpm
Car ID5900,Hyundai i20 2015-2017 Asta 1.2,50000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID5901,Mahindra Bolero Pik-Up FB 1.7T,5000,Manual,First Owner,0.0 kmpl,2523 CC,70 bhp,200Nm@ 1400-2200rpm
Car ID5902,Maruti Swift 1.3 ZXI,85000,Manual,First Owner,,,,
Car ID5903,Hyundai Creta 1.6 CRDi SX,47000,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID5904,Maruti Baleno Alpha 1.3,71000,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5905,Honda City i-DTEC ZX,50000,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm
Car ID5906,Tata Zest Quadrajet 1.3 XMS,57000,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm
Car ID5907,Maruti Wagon R VXI BS IV,43000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID5908,Maruti Swift Dzire VDI,60000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5909,Maruti Swift Dzire VXI,60000,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID5910,Hyundai i20 Asta 1.4 CRDi,40000,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
Car ID5911,Maruti A-Star Vxi,60000,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm
Car ID5912,Honda City i VTEC CVT VX,30000,Automatic,First Owner,18.0 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm
Car ID5913,Hyundai i20 Asta Option 1.4 CRDi,160000,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm
Car ID5914,Toyota Innova 2.5 E Diesel PS 7-Seater,147500,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID5915,Volkswagen Polo Diesel Trendline 1.2L,90000,Manual,Third Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm
Car ID5916,Maruti Ciaz ZDi Plus SHVS,70000,Manual,Second Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5917,Honda City 2017-2020 EXi,70000,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)"
Car ID5918,Mahindra Xylo D4,120000,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm
Car ID5919,Hyundai EON Era Plus,75000,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID5920,Honda City 1.5 V MT,85000,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm
Car ID5921,Maruti Swift Dzire VDi,70000,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm
Car ID5922,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,29000,Manual,First Owner,22.0 kmpl,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm
Car ID5923,Ford Endeavour 2.5L 4X2 MT,40000,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm
Car ID5924,Hyundai Verna SX CRDi AT,90000,Automatic,First Owner,19.08 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
Car ID5925,Mahindra TUV 300 T8 AMT,40000,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,230Nm@ 1500-2250rpm
Car ID5926,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,138000,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm
Car ID5927,Maruti Swift VDI Optional,70000,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5928,Volkswagen Ameo 1.0 MPI Comfortline,30000,Manual,Second Owner,19.44 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm
Car ID5929,Hyundai Verna 1.6 CRDI,125000,Manual,Third Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm
Car ID5930,Honda City i DTEC S,120000,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID5931,Maruti Swift Dzire LDI,180000,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5932,Tata Zest Revotron 1.2T XMS,20000,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm
Car ID5933,Renault Duster 85PS Diesel RxL Option,80000,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm
Car ID5934,Toyota Innova 2.5 Z Diesel 7 Seater,110000,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm
Car ID5935,Hyundai Verna 1.6 SX CRDi (O),80000,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
Car ID5936,Toyota Platinum Etios 1.4 GXD,40000,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm
Car ID5937,Honda WR-V i-VTEC S,30000,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm
Car ID5938,Ford Fiesta 1.5 TDCi Titanium,80000,Manual,First Owner,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm
Car ID5939,Skoda Laura Ambiente 2.0 TDI CR MT,140000,Manual,Second Owner,20.0 kmpl,1968 CC,108.5 bhp,250Nm@ 1500-2500rpm
Car ID5940,Maruti Alto K10 VXI,25000,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID5941,Maruti Swift Dzire VDI,20000,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm
Car ID5942,Hyundai i20 Active SX Diesel,42323,Manual,First Owner,21.19 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm
Car ID5943,BMW X1 sDrive20d M Sport,42545,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm
Car ID5944,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,32000,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5945,Maruti Swift Dzire VDI Optional,41232,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5946,Mahindra Bolero B4,40200,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,210nm@ 1600-2200rpm
Car ID5947,Ford Ecosport Sports Diesel,48000,Manual,Second Owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm
Car ID5948,Honda Amaze E Diesel BSIV,27233,Manual,First Owner,27.4 kmpl,1498 CC,98.63 bhp,200Nm@ 1750rpm
Car ID5949,Tata Manza Aura Safire,35000,Manual,First Owner,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm
Car ID5950,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,200000,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm)
Car ID5951,Tata Sumo EX,63000,Manual,First Owner,15.3 kmpl,2956 CC,83.8 bhp,250Nm@ 1000-2000rpm
Car ID5952,Mahindra Bolero B4,62000,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,210nm@ 1600-2200rpm
Car ID5953,Tata New Safari 3L Dicor LX 4x2,68240,Manual,First Owner,13.93 kmpl,2956 CC,138.1 bhp,320Nm@ 1700-2700rpm
Car ID5954,Mahindra Scorpio 1.99 S10 4WD,78000,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm
Car ID5955,Maruti Swift VDI BSIV,38000,Manual,Second Owner,,,,
Car ID5956,Maruti Wagon R VXI,35000,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm
Car ID5957,Maruti Swift Dzire LXI,9000,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID5958,Hyundai Creta 1.6 CRDi Anniversary Edition,39000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID5959,Hyundai Creta 1.4 CRDi S,39000,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm
Car ID5960,Ford Ecosport 1.5 Diesel Titanium,92651,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,215Nm@ 1750-2500rpm
Car ID5961,Maruti Swift LXi BSIV,28000,Manual,First Owner,16.1 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm"
Car ID5962,Hyundai EON Magna Plus,30000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID5963,Mercedes-Benz E-Class E350 Petrol,80000,Automatic,Third Owner,10.93 kmpl,3498 CC,272 bhp,355Nm@ 4500rpm
Car ID5964,Hyundai Creta 1.6 CRDi SX,46000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID5965,Volkswagen Polo Diesel Highline 1.2L,70000,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm
Car ID5966,Maruti 800 Std,56194,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID5967,Maruti Swift ZXI Plus,40000,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5968,Maruti Alto 800 VXI,40000,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm
Car ID5969,Maruti Ertiga SHVS VDI,120000,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5970,Maruti Swift VDI Optional,120000,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5971,Maruti Swift Dzire AMT VXI,120000,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm
Car ID5972,Mahindra Bolero 2011-2019 ZLX,110000,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID5973,Renault Pulse RxZ,67000,Manual,Second Owner,23.08 kmpl,1461 CC,63.12 bhp,160Nm@ 2000rpm
Car ID5974,Maruti Swift Dzire ZDI,50000,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID5975,Hyundai Verna 1.6 CRDI,100000,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm
Car ID5976,Toyota Etios GD,80000,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm
Car ID5977,Ford Figo Diesel EXI Option,50000,Manual,First Owner,18.5 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm
Car ID5978,Maruti Esteem Lxi - BSIII,70000,Manual,Third Owner,15.9 kmpl,1298 CC,85 bhp,110Nm@ 4500rpm
Car ID5979,Maruti Omni 5 Seater BSIV,70000,Manual,Second Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm
Car ID5980,Maruti Vitara Brezza ZDi Plus Dual Tone,50000,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm
Car ID5981,Renault Lodgy 85PS RxE 7 Seater,65000,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID5982,Maruti Ertiga VDI,200000,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm
Car ID5983,Maruti Ciaz Zeta Diesel,7500,Manual,First Owner,28.09 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm
Car ID5984,Renault Lodgy 85PS RxE 7 Seater,65000,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm
Car ID5985,Maruti Swift VXI,35000,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID5986,BMW 5 Series 530d,60000,Automatic,First Owner,16.2 kmpl,2993 CC,235 bhp,"51@ 1,750-3,000(kgm@ rpm)"
Car ID5987,Maruti Swift VXi BSIV,71000,Manual,First Owner,16.1 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm"
Car ID5988,Maruti Alto K10 LXI,30000,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID5989,Maruti Alto LXi,50000,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm
Car ID5990,Mercedes-Benz New C-Class C 220 CDI Elegance AT,80000,Automatic,Second Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm
Car ID5991,Nissan Micra XV,90000,Manual,Second Owner,18.06 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm
Car ID5992,Hyundai i20 2015-2017 Sportz 1.2,13000,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID5993,Maruti 800 AC,100000,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm
Car ID5994,Hyundai Santro Xing XG,80000,Manual,Third Owner,,,,
Car ID5995,Honda WR-V i-DTEC VX,30000,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID5996,Mahindra Bolero 2011-2019 SLX,120000,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm
Car ID5997,Maruti Swift Vdi BSIII,120000,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm
Car ID5998,Hyundai EON Era Plus,70000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID5999,Maruti Swift VDI Deca,210000,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm
Car ID6000,Tata Indigo eCS LE TDI BSIII,148000,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm
Car ID6001,Mahindra TUV 300 T6 Plus,54188,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
Car ID6002,Mahindra TUV 300 T6 Plus,60000,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
Car ID6003,Skoda Rapid 1.6 TDI Elegance,90000,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm
Car ID6004,Chevrolet Beat LT,100000,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm
Car ID6005,Hyundai EON D Lite Plus,40000,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm
Car ID6006,Datsun GO T BSIV,35000,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm
Car ID6007,Renault KWID Climber 1.0 MT,20000,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm
Car ID6008,Maruti Omni LPG CARGO BSIII W IMMOBILISER,144000,Manual,Second Owner,10.9 km/kg,796 CC,32.8 bhp,57Nm@ 2500rpm
Car ID6009,Hyundai Grand i10 AT Sportz,54043,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm
Car ID6010,Hyundai Verna 1.6 SX CRDI (O) AT,66657,Automatic,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm
Car ID6011,Tata Indigo CS LS (TDI) BS-III,42000,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm
Car ID6012,Hyundai i20 Asta Optional with Sunroof 1.2,35582,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm
Car ID6013,Volkswagen Polo GT TSI,54327,Automatic,Second Owner,17.2 kmpl,1197 CC,103.6 bhp,175Nm@ 1500-4100rpm
Car ID6014,Volkswagen Ameo 1.2 MPI Highline,7949,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm
Car ID6015,Hyundai i10 Sportz 1.2 AT,59734,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID6016,Honda City S,49185,Manual,First Owner,16.8 kmpl,1497 CC,116.4 bhp,146Nm@ 4800rpm
Car ID6017,Hyundai i10 Magna,56389,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm
Car ID6018,Volkswagen Polo Petrol Highline 1.2L,58245,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm
Car ID6019,Nissan Micra XL Optional,36422,Manual,First Owner,18.44 kmpl,1198 CC,75 bhp,104Nm@ 4000rpm
Car ID6020,Honda Jazz Basic,42535,Manual,First Owner,16.7 kmpl,1198 CC,88.8 bhp,110Nm@ 4800rpm
Car ID6021,Hyundai i10 Sportz AT,40736,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm
Car ID6022,Maruti Swift VXI,56246,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID6023,Maruti Swift LXI,55403,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm
Car ID6024,Tata Tigor 1.2 Revotron XZ,30000,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm
Car ID6025,Maruti Alto K10 VXI,67000,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
Car ID6026,Hyundai Verna 1.6 VTVT,70000,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm
Car ID6027,Hyundai Grand i10 CRDi Asta,90000,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm
Car ID6028,Hyundai Elite i20 Petrol Sportz,7500,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm
Car ID6029,Tata New Safari DICOR 2.2 EX 4x2,80000,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm
Car ID6030,Tata Indigo CR4,186000,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm
Car ID6031,Tata Indica V2 eLS,110000,Manual,Second Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm
Car ID6032,Ford Fiesta 1.4 TDCi EXI,120000,Manual,Third Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)"
Car ID6033,Ford Fiesta Classic 1.4 Duratorq CLXI,105358,Manual,Third Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm
Car ID6034,Hyundai i20 Sportz Option 1.2,70000,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm
Car ID6035,Hyundai i10 Era,49200,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm
Car ID6036,Honda City i-VTEC VX,40000,Manual,First Owner,17.4 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm
Car ID6037,Honda Mobilio V i DTEC,40000,Manual,Second Owner,24.2 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm
Car ID6038,Mahindra TUV 300 T8,40000,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm
Car ID6039,Chevrolet Beat LS,70000,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm
Car ID6040,Hyundai Creta 1.6 CRDi SX,110000,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm
Car ID6041,Maruti Alto K10 VXI,100000,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm
