,manufacturer,model,year,selling_price,fuel,seller_type,mileage
6660,Maruti,Swift Dzire ZDi,2008,200000,Diesel,Individual,19.3
6661,Maruti,Wagon R VXI BSIII,2012,240000,Petrol,Individual,18.9
6662,Hyundai,i20 1.2 Spotz,2018,655000,Petrol,Individual,18.6
6663,Hyundai,i20 Active 1.2 SX,2018,620000,Petrol,Individual,17.19
6664,Maruti,Swift VXI Windsong Limited edition,2015,450000,Petrol,Individual,20.4
6665,Maruti,Wagon R LXI BS IV,2014,310000,Petrol,Individual,20.51
6666,Maruti,Alto LXi,2007,150000,Petrol,Individual,19.7
6667,Chevrolet,Beat Diesel LT,2012,180000,Diesel,Individual,25.44
6668,Tata,Indica Vista TDI LS,2011,150000,Diesel,Individual,19.4
6669,Ford,Figo Diesel EXI,2011,160000,Diesel,Individual,20.0
6670,Mahindra,Scorpio EX,2013,600000,Diesel,Individual,14.0
6671,Skoda,Rapid 1.6 TDI Ambition Plus Alloy,2012,380000,Diesel,Individual,20.5
6672,Tata,Indigo LX,2007,120000,Diesel,Individual,17.0
6673,Toyota,Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,350000,Diesel,Individual,12.99
6674,Tata,Indigo TDI,2012,135000,Diesel,Individual,19.61
6675,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,610000,Petrol,Individual,18.9
6676,Honda,Amaze SX i-DTEC,2016,550000,Diesel,Individual,25.8
6677,Volkswagen,Polo 1.5 TDI Comfortline,2020,260000,Diesel,Individual,20.14
6678,Hyundai,Xcent 1.2 VTVT S,2017,500000,Petrol,Individual,20.14
6679,Renault,KWID 1.0,2016,220000,Petrol,Individual,23.01
6680,Honda,Civic 1.8 S MT,2006,121000,Petrol,Individual,13.5
6681,Tata,Indigo CS eLX BS IV,2017,350000,Diesel,Individual,25.0
6682,Audi,Q3 35 TDI Quattro Technology,2018,2200000,Diesel,Individual,15.17
6683,Hyundai,i20 1.4 CRDi Asta,2011,280000,Diesel,Individual,23.0
6684,Tata,Nexon 1.2 Revotron XZ Plus,2020,919999,Petrol,Individual,17.0
6685,Hyundai,i20 1.4 CRDi Asta,2011,320000,Diesel,Individual,23.0
6686,Ford,Figo Diesel LXI,2012,140000,Diesel,Individual,20.0
6687,Maruti,SX4 VDI,2012,310000,Diesel,Individual,21.5
6688,Maruti,800 EX 5 Speed,2006,65000,Petrol,Individual,16.1
6689,Chevrolet,Enjoy TCDi LTZ 7 Seater,2013,300000,Diesel,Individual,18.2
6690,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,2711000,Diesel,Dealer,13.6
6691,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
6692,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
6693,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
6694,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
6695,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
6696,Maruti,Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,21.79
6697,Maruti,Baleno Alpha 1.3,2018,740000,Diesel,Dealer,27.39
6698,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
6699,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
6700,Maruti,Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,22.0
6701,Toyota,Etios VX,2017,625000,Petrol,Trustmark Dealer,16.78
6702,Maruti,Swift AMT ZXI,2018,600000,Petrol,Dealer,22.0
6703,Hyundai,Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,24.0
6704,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
6705,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
6706,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
6707,Skoda,Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,14.3
6708,Volvo,V40 D3 R-Design,2018,2475000,Diesel,Dealer,16.8
6709,Mahindra,XUV500 W8 2WD,2011,575000,Diesel,Individual,15.1
6710,Tata,Xenon XT EX 4X2,2014,440000,Diesel,Individual,13.49
6711,Maruti,Swift VDI,2012,380000,Diesel,Individual,22.9
6712,Tata,Manza Aura (ABS) Safire,2010,140000,Petrol,Individual,15.0
6713,Tata,Zest Quadrajet 1.3 75PS XE,2015,475000,Diesel,Individual,22.95
6714,Mahindra,Xylo D2,2011,200000,Diesel,Individual,13.0
6715,Maruti,Swift Ldi BSIV,2010,400000,Diesel,Individual,17.8
6716,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2008,425000,Diesel,Individual,12.8
6718,Honda,Amaze Anniversary Edition,2015,509999,Diesel,Individual,25.8
6719,Hyundai,i10 Era 1.1 iTech SE,2010,275000,Petrol,Individual,19.81
6720,Chevrolet,Enjoy 1.3 TCDi LTZ 7,2017,650000,Diesel,Individual,18.2
6721,Jeep,Compass 2.0 Longitude Option BSIV,2019,1850000,Diesel,Individual,17.1
6722,Renault,Duster 4x4,2014,650000,Diesel,Individual,19.72
6723,Fiat,Punto EVO 1.3 Emotion,2016,360000,Diesel,Individual,20.5
6724,Volkswagen,Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,Diesel,Individual,21.73
6725,Land,Rover Range Rover Evoque 2.2L Pure,2013,2000000,Diesel,Individual,12.7
6726,Chevrolet,Enjoy 1.3 TCDi LTZ 7,2017,675000,Diesel,Individual,18.2
6727,Maruti,800 AC,2006,50000,Petrol,Individual,16.1
6728,Maruti,Wagon R VXI Opt 1.2,2017,445000,Petrol,Individual,20.52
6729,Hyundai,Elite i20 Sportz Plus Diesel,2018,750000,Diesel,Individual,22.54
6730,Maruti,Swift VDI,2012,425000,Diesel,Individual,22.9
6732,Hyundai,i20 1.4 Asta Option,2017,850000,Diesel,Individual,22.54
6733,Maruti,Wagon R VXI BS IV,2016,400000,Petrol,Individual,20.51
6734,Tata,Indica V2 eLX,2014,200000,Diesel,Individual,25.0
6735,Honda,Brio V MT,2012,250000,Petrol,Individual,19.4
6736,Maruti,Alto 800 LXI,2014,206000,Petrol,Individual,22.74
6737,Hyundai,EON Magna Plus,2014,290000,Petrol,Individual,21.1
6738,Tata,Nano Lx BSIV,2010,45000,Petrol,Individual,26.0
6739,Mahindra,XUV300 W8 Option Diesel BSIV,2019,1200000,Diesel,Individual,20.0
6740,Nissan,Sunny Diesel XL,2012,220000,Diesel,Individual,21.64
6741,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,2008,515000,Diesel,Individual,14.84
6742,Maruti,Alto LX,2010,170000,Petrol,Individual,19.7
6743,Maruti,Swift Vdi BSIII,2010,260000,Diesel,Individual,17.8
6744,Volkswagen,Vento Diesel Highline,2012,315000,Diesel,Individual,20.54
6745,Maruti,Alto K10 2010-2014 VXI,2011,225000,Petrol,Individual,20.92
6746,Volkswagen,Jetta 2.0L TDI Comfortline,2012,420000,Diesel,Individual,19.33
6747,Mahindra,Scorpio VLX 4WD AIRBAG BSIV,2011,525000,Diesel,Individual,12.05
6748,Maruti,Swift AMT ZDI,2018,670000,Diesel,Individual,28.4
6749,Nissan,Sunny Diesel XL,2012,220000,Diesel,Individual,21.64
6750,Ford,Figo Diesel Celebration Edition,2013,250000,Diesel,Individual,20.0
6751,Maruti,Swift Dzire VDi,2009,229999,Diesel,Individual,19.3
6752,Maruti,Swift Dzire VDi,2009,229999,Diesel,Individual,19.3
6753,Honda,Amaze EX i-Vtech,2013,300000,Petrol,Individual,18.0
6754,Maruti,A-Star Vxi,2010,165000,Petrol,Individual,19.0
6755,Tata,New Safari DICOR 2.2 EX 4x4 BS IV,2010,295000,Diesel,Individual,13.93
6756,Hyundai,Verna 1.6 CRDI,2011,360000,Diesel,Individual,22.32
6757,Hyundai,Verna 1.6 CRDI,2011,380000,Diesel,Individual,22.32
6758,Renault,KWID 1.0 RXT 02 Anniversary Edition,2017,300000,Petrol,Individual,23.01
6759,Mahindra,Scorpio 2.6 Turbo 9 Str,2008,320000,Diesel,Individual,12.7
6760,Datsun,GO Plus T BSIV,2016,325000,Petrol,Individual,19.44
6761,Tata,Manza Aqua Quadrajet BS IV,2010,160000,Diesel,Individual,21.12
6762,Mahindra,Bolero Power Plus SLE,2018,630000,Diesel,Individual,16.5
6763,Maruti,Swift VXI,2020,600000,Petrol,Individual,21.21
6764,Maruti,Alto 800 VXI,2014,229999,Petrol,Individual,22.74
6765,Maruti,Swift ZDi,2014,440000,Diesel,Individual,22.9
6766,Chevrolet,Spark 1.0 LT,2007,90000,Petrol,Individual,18.0
6767,Maruti,Ciaz VDI SHVS,2017,750000,Diesel,Individual,28.09
6768,Honda,City V MT,2012,330000,Petrol,Individual,16.8
6769,Maruti,Ciaz ZDi Plus SHVS,2016,715000,Diesel,Individual,28.09
6770,Skoda,Fabia 1.2 TDI Active Plus,2013,250000,Diesel,Individual,20.86
6771,Maruti,Zen Estilo 1.1 LX BSIII,2007,120000,Petrol,Individual,18.2
6772,Ford,Ikon 1.6 Nxt,2004,100000,Petrol,Individual,14.2
6773,Skoda,Rapid 1.5 TDI AT Style BSIV,2017,850000,Diesel,Individual,21.72
6774,Hyundai,Xcent 1.2 CRDi E Plus,2018,450000,Diesel,Individual,25.4
6775,Volkswagen,Polo Diesel Trendline 1.2L,2012,240000,Diesel,Individual,22.07
6777,Maruti,Swift Dzire VDI,2015,600000,Diesel,Individual,26.59
6778,Chevrolet,Enjoy 1.3 TCDi LS 7,2016,280000,Diesel,Individual,18.2
6779,Hyundai,Verna 1.6 SX,2012,465000,Diesel,Individual,22.32
6780,Maruti,Alto 800 LXI,2018,350000,Petrol,Individual,24.7
6781,Hyundai,i10 Magna 1.2 iTech SE,2013,325000,Petrol,Individual,20.36
6782,Tata,Indica V2 DLS TC,2004,50000,Diesel,Individual,16.8
6783,Maruti,Alto LXi BSIII,2006,110000,Petrol,Individual,19.7
6784,Tata,Indigo eCS LX BSIV,2013,220000,Diesel,Individual,23.03
6785,Mahindra,Bolero 2011-2019 SLE BSIII,2015,515000,Diesel,Individual,15.96
6786,Maruti,Ciaz 1.4 Sigma,2018,750000,Petrol,Individual,20.73
6787,Hyundai,EON Sportz,2018,350000,Petrol,Individual,21.1
6788,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2019,488999,Petrol,Individual,18.9
6789,Maruti,Alto 800 LXI,2017,300000,Petrol,Individual,24.7
6790,Maruti,Baleno Alpha 1.3,2017,650000,Diesel,Individual,27.39
6791,Maruti,A-Star Vxi,2014,250000,Petrol,Individual,19.0
6792,Maruti,Alto 800 LXI,2014,200000,Petrol,Individual,22.74
6793,Mahindra,Scorpio S10 7 Seater,2015,950000,Diesel,Individual,15.4
6794,Tata,Indigo eCS LX BSIV,2012,200000,Diesel,Individual,23.03
6795,Hyundai,EON 1.0 Era Plus,2016,276000,Petrol,Individual,20.3
6796,Hyundai,EON Magna Plus,2014,250000,Petrol,Individual,21.1
6797,Maruti,Alto LX,2008,95000,Petrol,Individual,19.7
6798,Tata,Indigo CR4,2011,200000,Diesel,Individual,23.57
6799,Hyundai,Verna 1.6 SX,2012,450000,Diesel,Individual,22.32
6800,Mahindra,XUV500 W6 2WD,2013,900000,Diesel,Individual,15.1
6801,Tata,Indigo CS LX (TDI) BS III,2010,200000,Diesel,Individual,19.09
6802,Hyundai,i10 Sportz,2010,200000,Petrol,Individual,20.36
6803,Mahindra,Bolero 2011-2019 SLE,2011,370000,Diesel,Individual,15.96
6804,Tata,Indigo CS GLX BS III,2008,250000,Petrol,Individual,15.2
6805,Renault,KWID RXT,2016,290000,Petrol,Individual,25.17
6806,Maruti,Ertiga SHVS VDI,2018,900000,Diesel,Individual,24.52
6807,Ford,Figo Diesel Celebration Edition,2013,325000,Diesel,Individual,20.0
6808,Hyundai,Grand i10 Magna,2016,425000,Petrol,Individual,18.9
6809,Renault,KWID RXT,2016,315000,Petrol,Individual,25.17
6810,Maruti,Alto K10 VXI,2014,300000,Petrol,Individual,23.95
6811,Hyundai,i10 Sportz,2013,325000,Petrol,Individual,20.36
6812,Hyundai,Creta 1.4 CRDi S,2016,900000,Diesel,Individual,21.38
6813,Hyundai,Creta 1.4 CRDi S Plus,2016,950000,Diesel,Individual,21.38
6814,Volkswagen,Vento Diesel Trendline,2010,320000,Diesel,Individual,20.54
6815,Volkswagen,Ameo 1.0 MPI Trendline,2019,500000,Petrol,Individual,19.44
6816,Ford,Figo Petrol LXI,2012,290000,Petrol,Individual,15.6
6817,Tata,Nano Lx BSIV,2012,60000,Petrol,Individual,25.4
6818,Maruti,A-Star Vxi,2009,120000,Petrol,Individual,19.0
6819,Honda,City i-DTEC VX,2017,850000,Diesel,Dealer,25.6
6820,Toyota,Innova Crysta 2.4 GX MT BSIV,2017,1750000,Diesel,Dealer,13.68
6821,Honda,City i DTEC V,2015,600000,Diesel,Dealer,26.0
6822,Volkswagen,Polo 1.5 TDI Highline,2015,620000,Diesel,Individual,20.14
6823,Maruti,Alto LXi BSIII,2009,150000,Petrol,Individual,19.7
6824,Hyundai,Santro Xing GL,2011,150000,Petrol,Individual,0.0
6825,Tata,Indigo Grand Petrol,2008,135000,Petrol,Individual,12.85
6826,Tata,Indica Vista Terra 1.4 TDI,2011,200000,Diesel,Individual,17.0
6827,Maruti,Ciaz ZDi,2015,730000,Diesel,Individual,26.21
6828,Toyota,Innova 2.5 G (Diesel) 8 Seater,2013,800000,Diesel,Individual,12.99
6829,Mahindra,Xylo E8,2009,300000,Diesel,Individual,14.0
6830,Ford,Figo Diesel Titanium,2012,190000,Diesel,Individual,20.0
6831,Honda,Civic 1.8 V MT Inspire,2011,350000,Petrol,Individual,15.5
6832,Hyundai,Xcent 1.1 CRDi S,2015,509999,Diesel,Individual,24.4
6833,Maruti,Ertiga LDI,2012,400000,Diesel,Individual,20.77
6834,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,800000,Diesel,Individual,12.99
6835,Tata,Manza Club Class Quadrajet90 LS,2013,250000,Diesel,Individual,21.02
6836,Hyundai,Creta 1.6 CRDi SX,2016,930000,Diesel,Individual,19.67
6837,Maruti,Vitara Brezza ZDi Plus Dual Tone,2016,720000,Diesel,Individual,24.3
6838,Ford,Figo Petrol EXI,2011,225000,Petrol,Individual,15.6
6839,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2019,950000,Diesel,Individual,23.0
6840,Hyundai,i20 Active 1.2,2018,530000,Petrol,Individual,17.19
6841,Hyundai,i20 Magna 1.2,2016,470000,Petrol,Individual,18.6
6842,Mahindra,Bolero Power Plus Plus AC BSIV PS,2017,650000,Diesel,Individual,15.96
6843,Tata,Safari Storme LX,2014,540000,Diesel,Individual,14.0
6844,Maruti,Swift VDI BSIV,2015,459999,Diesel,Individual,25.2
6845,Renault,KWID RXL,2019,325000,Petrol,Individual,25.17
6846,Maruti,Omni MPI STD BSIV,2016,240000,Petrol,Individual,16.8
6847,Mahindra,KUV 100 mFALCON G80 K2,2017,400000,Petrol,Individual,18.15
6848,Maruti,Alto LXI,2004,70000,Petrol,Individual,19.7
6849,Maruti,Swift Dzire VXi,2009,250000,Petrol,Individual,17.5
6850,Toyota,Innova 2.5 G (Diesel) 8 Seater,2014,910000,Diesel,Individual,12.99
6851,Maruti,Swift Dzire VDI,2018,720000,Diesel,Individual,28.4
6852,Maruti,Swift Dzire ZDI,2015,590000,Diesel,Individual,26.59
6853,Chevrolet,Tavera Neo 3 10 Seats BSIII,2015,434000,Diesel,Individual,13.58
6854,Mahindra,Bolero DI BSIII,2006,145000,Diesel,Individual,13.6
6855,Mahindra,KUV 100 G80 K4 Plus 5Str,2018,445000,Petrol,Individual,18.15
6856,Hyundai,Santro Xing GL Plus LPG,2011,191000,Other,Individual,13.45
6857,Ford,Figo Aspire 1.5 TDCi Titanium,2018,372000,Diesel,Individual,25.83
6858,Maruti,Wagon R LXI,2005,65000,Petrol,Individual,18.9
6860,Ford,Figo Diesel LXI,2015,300000,Diesel,Individual,20.0
6861,Mahindra,Scorpio 2.6 DX,2003,125000,Diesel,Individual,12.7
6862,Tata,Tigor 1.2 Revotron XZ Option,2017,520000,Petrol,Individual,20.3
6863,Maruti,Alto 800 LXI,2014,190000,Petrol,Individual,22.74
6864,Datsun,RediGO 1.0 S,2018,310000,Petrol,Individual,22.5
6865,Toyota,Innova 2.5 VX 8 STR BSIV,2012,750000,Diesel,Individual,12.8
6866,Mahindra,TUV 300 mHAWK100 T8 AMT,2016,750000,Diesel,Individual,18.49
6867,Maruti,Alto K10 VXI,2019,350000,Petrol,Individual,23.95
6868,Maruti,Alto 800 VXI,2020,360000,Petrol,Individual,22.05
6869,Renault,KWID RXE,2017,285000,Petrol,Individual,25.17
6870,Maruti,Alto 800 LX,2013,160000,Petrol,Individual,22.74
6871,Datsun,GO Plus D,2015,229999,Petrol,Individual,19.44
6872,Maruti,Alto LXi,2007,85000,Petrol,Individual,19.7
6873,Datsun,RediGO 1.0 S,2018,300000,Petrol,Individual,22.5
6874,Mahindra,Scorpio 2009-2014 SLE 7S BSIV,2014,675000,Diesel,Individual,12.05
6875,Mahindra,Scorpio 2009-2014 SLE 7S BSIII,2014,700000,Diesel,Individual,12.05
6876,Mahindra,Scorpio 2.6 Turbo 7 Str,2008,400000,Diesel,Individual,12.7
6877,Renault,KWID RXT,2016,254999,Petrol,Individual,25.17
6878,Mahindra,Scorpio S10 7 Seater,2015,1050000,Diesel,Individual,15.4
6879,Maruti,Swift Dzire VDI,2013,390000,Diesel,Individual,23.4
6880,Toyota,Etios Liva GD,2015,450000,Diesel,Individual,23.59
6881,Toyota,Innova Crysta 2.8 GX AT BSIV,2016,1630000,Diesel,Individual,11.36
6882,Maruti,Vitara Brezza VDi Option,2017,725000,Diesel,Individual,24.3
6883,Tata,Safari Storme LX,2013,466000,Diesel,Individual,14.0
6884,Ford,Figo 1.2P Ambiente MT,2017,370000,Petrol,Individual,18.16
6885,Maruti,Zen Estilo 1.1 VXI BSIII,2007,150000,Petrol,Individual,18.2
6886,Maruti,Celerio ZXI Optional,2017,483000,Petrol,Individual,23.1
6887,Hyundai,Grand i10 Magna,2016,470000,Petrol,Individual,18.9
6888,Maruti,Vitara Brezza ZDi Plus Dual Tone,2018,950000,Diesel,Individual,24.3
6889,Hyundai,Verna 1.6 VTVT,2013,450000,Petrol,Individual,17.01
6890,Toyota,Etios VX,2011,345000,Petrol,Individual,17.6
6891,Maruti,A-Star Vxi,2009,300000,Petrol,Individual,19.0
6892,Maruti,Zen Estilo VXI BSIII,2007,160000,Petrol,Individual,18.2
6893,Maruti,800 AC BSIII,2004,120000,Petrol,Individual,16.1
6894,Tata,Zest Revotron 1.2 XT,2020,500000,Petrol,Individual,17.57
6895,Mahindra,XUV500 W9 2WD,2018,1350000,Diesel,Individual,16.0
6896,Hyundai,Grand i10 1.2 CRDi Asta,2017,455000,Diesel,Individual,24.0
6897,Hyundai,EON Era Plus,2013,165000,Petrol,Individual,21.1
6898,Maruti,Swift VXI Optional,2016,470000,Petrol,Individual,20.4
6899,Maruti,Swift VXI Deca,2016,470000,Petrol,Individual,20.4
6900,Jeep,Compass 1.4 Sport,2019,1520000,Petrol,Individual,16.0
6901,Maruti,Alto K10 VXI,2014,229999,Petrol,Individual,23.95
6902,Mahindra,Bolero 2011-2019 DI NON AC BS III White,2011,250000,Diesel,Individual,15.96
6903,Mahindra,XUV500 W10 2WD,2016,1350000,Diesel,Individual,16.0
6904,Hyundai,Santro Xing GLS,2013,220000,Petrol,Individual,17.92
6905,Hyundai,Xcent 1.1 CRDi S,2015,360000,Diesel,Individual,24.4
6906,Maruti,Alto K10 VXI,2018,350000,Petrol,Individual,23.95
6907,Hyundai,Verna 1.6 SX CRDi (O),2012,500000,Diesel,Individual,22.32
6908,Chevrolet,Beat Diesel LT,2013,145000,Diesel,Individual,25.44
6909,Chevrolet,Sail Hatchback 1.2,2014,300000,Petrol,Individual,18.2
6911,Hyundai,Accent GLE,2009,180000,Petrol,Individual,13.2
6913,Maruti,Swift Dzire VDI,2013,530000,Diesel,Individual,23.4
6914,Renault,Duster 110PS Diesel RxL,2014,620000,Diesel,Individual,19.01
6915,Toyota,Etios G,2015,360000,Petrol,Individual,16.78
6916,Hyundai,Santro Xing GLS,2010,245000,Petrol,Individual,17.92
6918,Ford,Ikon 1.6 Really Sport,2003,130000,Petrol,Individual,14.2
6919,Maruti,Esteem LX - BSIII,1999,70000,Petrol,Individual,15.9
6920,Maruti,Esteem LX - BSIII,1999,70000,Petrol,Individual,15.9
6921,Ford,Fiesta 1.5 TDCi Titanium,2014,650000,Diesel,Individual,25.01
6922,Maruti,Swift VXI,2019,610000,Petrol,Individual,21.21
6923,Maruti,Alto K10 VXI,2015,300000,Petrol,Individual,23.95
6924,Hyundai,Grand i10 CRDi Magna,2014,425000,Diesel,Individual,24.0
6925,Hyundai,Verna 1.6 SX CRDi (O),2012,450000,Diesel,Individual,22.32
6926,Hyundai,Verna 1.6 CRDI,2011,450000,Diesel,Individual,22.32
6927,Hyundai,i10 Sportz AT,2011,340000,Petrol,Individual,16.95
6928,Maruti,Ertiga LDI Option,2013,650000,Diesel,Individual,20.77
6929,Tata,Indigo CS LS (TDI) BS III,2009,160000,Diesel,Individual,19.09
6930,Tata,Indica Vista TDI LS,2014,250000,Diesel,Individual,19.1
6931,Chevrolet,Beat Diesel LT,2012,225000,Diesel,Individual,25.44
6932,Tata,Indica V2 2001-2011 DLS BSIII,2007,55000,Diesel,Individual,17.88
6933,Maruti,800 AC,1996,42000,Petrol,Individual,16.1
6935,Hyundai,Tucson CRDi,2006,282000,Diesel,Individual,12.6
6936,Tata,Indica V2 DLS TC,2007,80000,Diesel,Individual,16.8
6937,Maruti,Swift Dzire VXI,2016,500000,Petrol,Individual,20.85
6938,Ford,Figo Aspire 1.5 TDCi Ambiente,2016,500000,Diesel,Individual,25.83
6939,Maruti,Swift VDI,2011,400000,Diesel,Individual,22.9
6940,Mahindra,Bolero 2011-2019 SLX,2013,550000,Diesel,Individual,15.96
6941,Tata,New Safari Dicor LX 4X2 BS IV,2007,200000,Diesel,Individual,13.93
6942,Hyundai,i10 Sportz,2012,280000,Petrol,Individual,20.36
6943,Maruti,Swift Dzire VDI,2014,580000,Diesel,Individual,23.4
6944,Tata,Manza Aura (ABS) Quadrajet,2009,100000,Diesel,Individual,18.8
6945,Mahindra,Scorpio EX,2014,550000,Diesel,Individual,14.0
6946,Mahindra,TUV 300 T4 Plus,2017,700000,Diesel,Individual,18.49
6947,Tata,Manza Aqua Safire,2010,150000,Petrol,Individual,15.0
6948,Hyundai,EON Magna Plus,2014,190000,Petrol,Individual,21.1
6949,Mahindra,Bolero 2011-2019 SLE,2013,500000,Diesel,Individual,15.96
6950,Maruti,Swift VDI BSIV,2017,640000,Diesel,Individual,25.2
6951,Skoda,Fabia 1.2L Diesel Elegance,2011,340000,Diesel,Individual,20.86
6952,Hyundai,Elite i20 Asta Option Diesel,2019,811000,Diesel,Individual,22.54
6953,Maruti,Ritz LDi,2016,409999,Diesel,Individual,23.2
6954,Maruti,Swift Lxi BSIII,2007,220000,Petrol,Individual,16.1
6955,Tata,Indica V2 DLS BSIII,2013,170000,Diesel,Individual,17.88
6956,Hyundai,Elite i20 Petrol Asta Option,2018,700000,Petrol,Individual,18.6
6957,Mahindra,Scorpio S10 4WD,2015,950000,Diesel,Individual,15.4
6958,Hyundai,Accent GLS 1.6 ABS,2003,80000,Petrol,Individual,14.4
6959,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,2711000,Diesel,Dealer,13.6
6960,Lexus,ES 300h,2019,5150000,Petrol,Dealer,22.37
6961,Jaguar,XF 2.0 Diesel Portfolio,2017,3200000,Diesel,Dealer,19.33
6962,Tata,Safari Storme EX,2015,503000,Diesel,Individual,14.1
6963,Volvo,XC40 D4 Inscription BSIV,2019,3800000,Diesel,Individual,18.0
6964,Toyota,Camry 2.5 Hybrid,2016,2000000,Petrol,Trustmark Dealer,19.16
6965,Maruti,Wagon R LXI,2013,225000,Petrol,Trustmark Dealer,21.79
6966,Maruti,Baleno Alpha 1.3,2018,740000,Diesel,Dealer,27.39
6967,Honda,Jazz VX,2016,550000,Petrol,Trustmark Dealer,18.2
6968,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,Trustmark Dealer,12.99
6969,Maruti,Swift AMT VVT VXI,2019,650000,Petrol,Trustmark Dealer,22.0
6970,Toyota,Etios VX,2017,625000,Petrol,Trustmark Dealer,16.78
6971,Maruti,Swift AMT ZXI,2018,600000,Petrol,Dealer,22.0
6972,Hyundai,Grand i10 1.2 CRDi Sportz,2017,450000,Diesel,Dealer,24.0
6973,BMW,X4 M Sport X xDrive20d,2019,5400000,Diesel,Dealer,16.78
6974,BMW,X4 M Sport X xDrive20d,2019,5500000,Diesel,Dealer,16.78
6975,Honda,Amaze V CVT Petrol BSIV,2019,779000,Petrol,Trustmark Dealer,19.0
6976,Skoda,Rapid 1.6 MPI AT Elegance,2016,645000,Petrol,Dealer,14.3
6977,Volvo,V40 D3 R-Design,2018,2475000,Diesel,Dealer,16.8
6978,Maruti,Swift Dzire VDI,2014,420000,Diesel,Individual,23.4
6979,Maruti,S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,Diesel,Individual,25.1
6980,Datsun,GO T Petrol,2019,459999,Petrol,Individual,19.83
6981,Hyundai,Verna CRDi SX ABS,2008,150000,Diesel,Individual,18.1
6982,Renault,KWID 1.0 RXT Optional,2017,350000,Petrol,Individual,23.01
6983,Toyota,Etios GD,2015,509999,Diesel,Individual,23.59
6984,Mahindra,Bolero 2011-2019 Plus Non AC,2013,500000,Diesel,Individual,15.96
6985,Tata,Zest Revotron 1.2 XT,2017,370000,Petrol,Individual,17.57
6986,Maruti,Alto K10 2010-2014 VXI,2013,240000,Petrol,Individual,20.92
6987,Hyundai,i20 Asta 1.4 CRDi,2015,530000,Diesel,Individual,22.54
6988,Mahindra,Scorpio S10 7 Seater,2015,1000000,Diesel,Individual,15.4
6989,Toyota,Innova Crysta 2.4 VX MT BSIV,2018,1600000,Diesel,Individual,13.68
6990,Hyundai,i10 Sportz,2014,350000,Petrol,Individual,20.36
6991,Mahindra,XUV500 AT W10 FWD,2015,1100000,Diesel,Individual,16.0
6992,Hyundai,i20 1.2 Magna,2011,220000,Petrol,Individual,18.5
6993,Hyundai,Grand i10 Sportz,2015,350000,Petrol,Individual,18.9
6994,Maruti,Swift LDI,2013,370000,Diesel,Individual,22.9
6995,Maruti,Swift Dzire VXi,2014,220000,Petrol,Individual,17.5
6996,Chevrolet,Sail Hatchback LT ABS,2013,200000,Diesel,Individual,22.1
6997,Mahindra,KUV 100 mFALCON D75 K4,2017,400000,Diesel,Individual,25.32
6998,Fiat,Grande Punto 1.4 Emotion,2009,150000,Petrol,Individual,14.6
6999,Toyota,Innova Crysta 2.7 GX AT 8 STR,2020,1500000,Petrol,Individual,10.75
7000,Maruti,Omni 5 Seater BSIV,2011,130000,Petrol,Individual,14.0
7001,Maruti,Alto 800 LXI,2013,185000,Petrol,Individual,22.74
7002,Hyundai,Santro Xing (Non-AC),2010,110000,Petrol,Individual,0.0
7003,Mahindra,Bolero 2011-2019 SLX,2012,450000,Diesel,Individual,15.96
7004,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,500000,Petrol,Individual,18.9
7005,Ford,EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,Petrol,Dealer,17.0
7006,Mahindra,XUV500 W6 2WD,2013,650000,Diesel,Dealer,15.1
7007,Toyota,Fortuner 3.0 Diesel,2012,1680000,Diesel,Dealer,11.5
